date,category,actual_sales,sarimax_forecast,error,absolute_error,absolute_percentage_error
2016-03-28,FOODS,2480,2680.421138118513,-200.42113811851323,200.42113811851323,8.08149750477876
2016-03-29,FOODS,2481,2458.8764729952823,22.123527004717744,22.123527004717744,0.891718138037797
2016-03-30,FOODS,2135,2440.470683363656,-305.470683363656,305.470683363656,14.30776034490192
2016-03-31,FOODS,2651,2451.4297157829465,199.57028421705354,199.57028421705354,7.528113323917523
2016-04-01,FOODS,3132,3227.16871889082,-95.16871889081995,95.16871889081995,3.038592557178159
2016-04-02,FOODS,3890,4034.1834512445726,-144.18345124457255,144.18345124457255,3.7065154561586775
2016-04-03,FOODS,4226,4021.49209863611,204.50790136389014,204.50790136389014,4.839278309604594
2016-04-04,FOODS,3273,3116.74738256765,156.25261743234978,156.25261743234978,4.77398770034677
2016-04-05,FOODS,2711,2796.4425670216897,-85.44256702168968,85.44256702168968,3.1516992630649088
2016-04-06,FOODS,2698,2757.0383816985704,-59.03838169857045,59.03838169857045,2.18822763893886
2016-04-07,FOODS,2450,2744.319976318782,-294.3199763187822,294.3199763187822,12.013060257909478
2016-04-08,FOODS,3141,3155.114128304753,-14.114128304753194,14.114128304753194,0.449351426448685
2016-04-09,FOODS,4073,3958.2738087584316,114.72619124156836,114.72619124156836,2.816749109785621
2016-04-10,FOODS,4061,4072.855122196569,-11.855122196569027,11.855122196569027,0.2919261806591733
2016-04-11,FOODS,2876,2814.6700766482454,61.32992335175459,61.32992335175459,2.132472995540841
2016-04-12,FOODS,2372,2479.930481948848,-107.93048194884796,107.93048194884796,4.5501889523123085
2016-04-13,FOODS,2341,2437.456576941908,-96.45657694190822,96.45657694190822,4.120315119261351
2016-04-14,FOODS,2421,2421.2791392049116,-0.2791392049116439,0.2791392049116439,0.011529913461860549
2016-04-15,FOODS,2706,2825.711892390303,-119.71189239030309,119.71189239030309,4.423942808215192
2016-04-16,FOODS,3481,3628.3084549034897,-147.30845490348975,147.30845490348975,4.231785547356787
2016-04-17,FOODS,4004,3761.4790076711947,242.52099232880528,242.52099232880528,6.056967840379753
2016-04-18,FOODS,2886,2820.00555155849,65.99444844151003,65.99444844151003,2.286709925208248
2016-04-19,FOODS,2488,2483.1576336142716,4.842366385728383,4.842366385728383,0.1946288740244527
2016-04-20,FOODS,2490,2440.2353696652544,49.76463033474556,49.76463033474556,1.998579531515886
2016-04-21,FOODS,2533,2423.552710781055,109.44728921894512,109.44728921894512,4.320856266045998
2016-04-22,FOODS,2960,2827.056327599639,132.9436724003608,132.9436724003608,4.4913402837959735
2016-04-23,FOODS,3655,3629.570641947029,25.42935805297111,25.42935805297111,0.6957416703959264
2016-04-24,FOODS,4053,3765.456311061045,287.5436889389548,287.5436889389548,7.094588920280158
2016-03-28,HOBBIES,535,465.2599529143307,69.74004708566929,69.74004708566929,13.03552281975127
2016-03-29,HOBBIES,498,434.65678085830245,63.343219141697546,63.343219141697546,12.719521916003524
2016-03-30,HOBBIES,465,443.23045597360687,21.769544026393135,21.769544026393135,4.681622371267341
2016-03-31,HOBBIES,536,430.82145357838175,105.17854642161825,105.17854642161825,19.622863138361613
2016-04-01,HOBBIES,743,502.643751142638,240.356248857362,240.356248857362,32.34942784082934
2016-04-02,HOBBIES,603,621.5584862457245,-18.558486245724453,18.558486245724453,3.0776925780637567
2016-04-03,HOBBIES,790,569.3188506330455,220.68114936695451,220.68114936695451,27.93432270467779
2016-04-04,HOBBIES,463,486.12029089732926,-23.120290897329255,23.120290897329255,4.993583347155347
2016-04-05,HOBBIES,545,455.517118841301,89.482881158699,89.482881158699,16.418877276825505
2016-04-06,HOBBIES,427,464.09079395660547,-37.09079395660547,37.09079395660547,8.686368608104326
2016-04-07,HOBBIES,394,451.68179156138035,-57.68179156138035,57.68179156138035,14.640048619639684
2016-04-08,HOBBIES,582,501.93270721850206,80.06729278149794,80.06729278149794,13.757266800944661
2016-04-09,HOBBIES,571,620.8474423215885,-49.84744232158846,49.84744232158846,8.729849793623199
2016-04-10,HOBBIES,547,568.6078067089097,-21.60780670890972,21.60780670890972,3.9502388864551587
2016-04-11,HOBBIES,620,463.83786506605895,156.16213493394105,156.16213493394105,25.187441118377592
2016-04-12,HOBBIES,391,433.2346930100307,-42.234693010030696,42.234693010030696,10.801711767271279
2016-04-13,HOBBIES,415,441.80836812533516,-26.808368125335164,26.808368125335164,6.459847741044618
2016-04-14,HOBBIES,429,429.39936573011005,-0.3993657301100484,0.3993657301100484,0.09309224478089706
2016-04-15,HOBBIES,401,479.65028138723176,-78.65028138723176,78.65028138723176,19.61353650554408
2016-04-16,HOBBIES,722,598.5650164903182,123.43498350968184,123.43498350968184,17.09625810383405
2016-04-17,HOBBIES,655,546.3253808776394,108.67461912236058,108.67461912236058,16.591544904177187
2016-04-18,HOBBIES,542,463.1268211419232,78.87317885807681,78.87317885807681,14.552247021785389
2016-04-19,HOBBIES,495,432.52364908589493,62.47635091410507,62.47635091410507,12.621485033152538
2016-04-20,HOBBIES,363,441.0973242011994,-78.0973242011994,78.0973242011994,21.5144143804957
2016-04-21,HOBBIES,410,428.6883218059743,-18.688321805974283,18.688321805974283,4.558127269749825
2016-04-22,HOBBIES,527,478.939237463096,48.06076253690401,48.06076253690401,9.11968928594004
2016-04-23,HOBBIES,670,597.8539725661824,72.14602743381761,72.14602743381761,10.76806379609218
2016-04-24,HOBBIES,714,545.6143369535037,168.38566304649635,168.38566304649635,23.583426196988285
