date,item_id,actual_sales,final_forecast,feature_set,selected_model,error,absolute_error,absolute_percentage_error
2016-03-28,FOODS_2_197,26.0,10.566512013993023,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",15.433487986006977,15.433487986006977,59.35956917694991
2016-03-29,FOODS_2_197,12.0,9.863072551001876,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",2.136927448998124,2.136927448998124,17.807728741651033
2016-03-30,FOODS_2_197,12.0,7.296059346414135,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",4.703940653585865,4.703940653585865,39.19950544654887
2016-03-31,FOODS_2_197,9.0,5.59471909304,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",3.40528090696,3.40528090696,37.836454521777775
2016-04-01,FOODS_2_197,9.0,13.814980198790442,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",-4.814980198790442,4.814980198790442,53.49977998656047
2016-04-02,FOODS_2_197,23.0,19.91450657918148,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",3.085493420818519,3.085493420818519,13.415188786167477
2016-04-03,FOODS_2_197,25.0,25.140943235873348,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",-0.14094323587334756,0.14094323587334756,0.5637729434933902
2016-04-04,FOODS_2_197,28.0,17.46530991634215,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",10.53469008365785,10.53469008365785,37.62389315592089
2016-04-05,FOODS_2_197,12.0,15.987728056255998,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",-3.987728056255998,3.987728056255998,33.231067135466645
2016-04-06,FOODS_2_197,23.0,13.324706761667304,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",9.675293238332696,9.675293238332696,42.066492340576936
2016-04-07,FOODS_2_197,12.0,11.61145971520159,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",0.38854028479840963,0.38854028479840963,3.2378357066534136
2016-04-08,FOODS_2_197,35.0,13.69494327940021,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",21.30505672059979,21.30505672059979,60.87159063028511
2016-04-09,FOODS_2_197,37.0,19.794286525884285,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",17.205713474115715,17.205713474115715,46.50192830842085
2016-04-10,FOODS_2_197,23.0,25.02070047055742,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",-2.0207004705574185,2.0207004705574185,8.785654219814862
2016-04-11,FOODS_2_197,20.0,11.209763457088872,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",8.790236542911128,8.790236542911128,43.951182714555635
2016-04-12,FOODS_2_197,40.0,9.732181247677705,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",30.267818752322295,30.267818752322295,75.66954688080574
2016-04-13,FOODS_2_197,7.0,7.069159909766197,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",-0.06915990976619657,0.06915990976619657,0.9879987109456654
2016-04-14,FOODS_2_197,9.0,5.355912857927646,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",3.6440871420723537,3.6440871420723537,40.48985713413727
2016-04-15,FOODS_2_197,9.0,7.439396421459933,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",1.560603578540067,1.560603578540067,17.3400397615563
2016-04-16,FOODS_2_197,22.0,13.538739667861371,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",8.461260332138629,8.461260332138629,38.46027423699377
2016-04-17,FOODS_2_197,24.0,18.76515361252426,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",5.234846387475741,5.234846387475741,21.81185994781559
2016-04-18,FOODS_2_197,21.0,11.089517476278033,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",9.910482523721967,9.910482523721967,47.19277392248556
2016-04-19,FOODS_2_197,22.0,9.611935266866706,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",12.388064733133294,12.388064733133294,56.309385150605884
2016-04-20,FOODS_2_197,25.0,6.948913928955179,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",18.05108607104482,18.05108607104482,72.20434428417929
2016-04-21,FOODS_2_197,11.0,5.235666877116625,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",5.764333122883375,5.764333122883375,52.40302838984886
2016-04-22,FOODS_2_197,11.0,7.319150440648911,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",3.6808495593510893,3.6808495593510893,33.46226872137354
2016-04-23,FOODS_2_197,19.0,13.418493687050347,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",5.581506312949653,5.581506312949653,29.37634901552449
2016-04-24,FOODS_2_197,33.0,18.644907631713238,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_2_197",14.355092368286762,14.355092368286762,43.50027990389928
2016-03-28,FOODS_3_080,16.0,16.91069047489855,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-0.9106904748985514,0.9106904748985514,5.691815468115946
2016-03-29,FOODS_3_080,27.0,16.667101887812446,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",10.332898112187554,10.332898112187554,38.26999300810205
2016-03-30,FOODS_3_080,7.0,16.447760022572766,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-9.447760022572766,9.447760022572766,134.96800032246807
2016-03-31,FOODS_3_080,13.0,17.174802269148344,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-4.174802269148344,4.174802269148344,32.11386360883341
2016-04-01,FOODS_3_080,28.0,20.67364431026905,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",7.326355689730949,7.326355689730949,26.16555603475339
2016-04-02,FOODS_3_080,31.0,25.79986316221138,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",5.2001368377886195,5.2001368377886195,16.774634960608452
2016-04-03,FOODS_3_080,20.0,23.618830266571553,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-3.6188302665715533,3.6188302665715533,18.094151332857766
2016-04-04,FOODS_3_080,21.0,18.002309263652997,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",2.9976907363470033,2.9976907363470033,14.274717792128587
2016-04-05,FOODS_3_080,17.0,17.518693231778947,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-0.518693231778947,0.518693231778947,3.0511366575232177
2016-04-06,FOODS_3_080,26.0,17.286625392828142,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",8.713374607171858,8.713374607171858,33.5129792583533
2016-04-07,FOODS_3_080,11.0,18.01299292319766,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-7.012992923197661,7.012992923197661,63.754481119978735
2016-04-08,FOODS_3_080,14.0,20.70162863646823,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-6.701628636468229,6.701628636468229,47.868775974773065
2016-04-09,FOODS_3_080,21.0,25.827845591785945,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-4.827845591785945,4.827845591785945,22.989740913266406
2016-04-10,FOODS_3_080,12.0,23.646812595589303,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-11.646812595589303,11.646812595589303,97.05677162991086
2016-04-11,FOODS_3_080,19.0,17.220121032151397,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",1.779878967848603,1.779878967848603,9.367784041308438
2016-04-12,FOODS_3_080,17.0,16.736504999994683,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",0.26349500000531734,0.26349500000531734,1.5499705882665726
2016-04-13,FOODS_3_080,17.0,16.504437161028893,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",0.4955628389711073,0.4955628389711073,2.9150755233594547
2016-04-14,FOODS_3_080,10.0,17.23080469139762,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-7.230804691397619,7.230804691397619,72.30804691397618
2016-04-15,FOODS_3_080,16.0,19.919440404668144,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-3.919440404668144,3.919440404668144,24.4965025291759
2016-04-16,FOODS_3_080,23.0,25.045657359985857,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",-2.0456573599858565,2.0456573599858565,8.894162434721116
2016-04-17,FOODS_3_080,23.0,22.864624363789215,snap_only,"SARIMAX (1, 1, 1)(0, 1, 1, 7) - FOODS_3_080",0.1353756362107852,0.1353756362107852,0.5885897226555877
